City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Petropavlovsk-Kamchatskiy,RU,2020-08-21 21:01:38,53.05,158.65,55.4,76,20,4.47
282,Waw,SS,2020-08-21 21:01:38,7.7,28.0,72.95,93,27,2.33
283,Barentu,ER,2020-08-21 21:01:38,15.11,37.59,77.22,74,95,7.9
284,Manavgat,TR,2020-08-21 21:01:39,36.79,31.44,87.8,22,0,10.29
285,Providencia,MX,2020-08-21 21:01:39,28.72,-111.58,97.0,52,73,11.99
286,Kachug,RU,2020-08-21 21:01:39,53.96,105.88,55.69,83,100,2.06
287,Talnakh,RU,2020-08-21 21:01:39,69.49,88.4,57.2,87,100,4.47
288,Lata,PT,2020-08-21 21:01:39,40.16,-8.33,69.01,91,67,2.55
289,Karabanovo,RU,2020-08-21 21:01:40,56.32,38.7,53.51,92,0,4.61
290,Ambilobe,MG,2020-08-21 21:01:40,-13.2,49.05,66.83,80,59,4.0
291,Ulkan,RU,2020-08-21 21:01:41,57.24,107.32,56.01,66,100,1.57
292,Peniche,PT,2020-08-21 21:01:41,39.36,-9.38,69.01,90,44,4.0
293,Bangsund,NO,2020-08-21 21:01:41,64.4,11.39,71.6,56,95,13.87
294,Lavrentiya,RU,2020-08-21 21:01:41,65.58,-171.0,47.89,93,100,7.27
295,Kudahuvadhoo,MV,2020-08-21 21:01:42,2.67,72.89,83.1,65,88,2.77
296,Tuatapere,NZ,2020-08-21 21:01:42,-46.13,167.68,50.0,97,31,4.0
297,Yinchuan,CN,2020-08-21 21:01:42,38.47,106.27,70.66,65,31,6.64
298,Gvarv,NO,2020-08-21 21:01:42,59.39,9.17,63.0,1,51,7.11
299,Tagudin,PH,2020-08-21 21:01:43,16.94,120.44,78.12,78,88,4.12
300,Cururupu,BR,2020-08-21 21:01:43,-1.83,-44.87,78.98,79,5,4.83
301,Clyde River,CA,2020-08-21 21:01:43,70.47,-68.59,44.42,81,100,1.7
302,Ornskoldsvik,SE,2020-08-21 21:01:43,63.29,18.72,64.4,88,88,10.29
303,Kysyl-Syr,RU,2020-08-21 21:01:44,63.9,122.76,39.72,79,0,5.14
304,Yulara,AU,2020-08-21 21:01:44,-25.24,130.99,46.4,45,0,9.17
305,Husavik,IS,2020-08-21 20:57:06,66.04,-17.34,48.2,76,0,12.75
306,Gravelbourg,CA,2020-08-21 21:01:44,49.88,-106.55,82.38,33,0,14.92
307,Grindavik,IS,2020-08-21 21:01:45,63.84,-22.43,55.4,58,0,14.99
308,Aswan,EG,2020-08-21 21:01:45,24.09,32.91,88.41,19,0,9.48
309,Paka,MY,2020-08-21 21:01:45,4.64,103.44,75.2,94,84,2.24
310,Bestobe,KZ,2020-08-21 21:01:46,52.5,73.1,53.74,85,0,9.48
311,Saint-Paul,RE,2020-08-21 21:01:46,-21.01,55.27,68.0,68,0,9.17
312,Dillon,US,2020-08-21 21:00:16,34.42,-79.37,86.0,69,40,4.7
313,Kamaishi,JP,2020-08-21 21:01:46,39.27,141.88,72.5,88,99,3.15
314,Sotouboua,TG,2020-08-21 21:01:46,8.57,0.98,71.51,96,100,2.24
315,Fasa,IR,2020-08-21 21:01:47,28.94,53.65,78.8,26,0,1.97
316,Billings,US,2020-08-21 21:00:25,45.78,-108.5,90.0,25,20,4.7
317,Upata,VE,2020-08-21 21:01:47,8.01,-62.4,82.45,79,39,2.68
318,Bonfim,BR,2020-08-21 21:01:48,3.08,-59.95,91.15,53,18,2.3
319,North Bend,US,2020-08-21 21:01:48,43.41,-124.22,73.0,83,90,10.29
320,Almeirim,BR,2020-08-21 21:01:48,-1.52,-52.58,89.08,46,7,1.95
321,Sernur,RU,2020-08-21 21:01:48,56.93,49.15,54.46,80,100,6.87
322,Camapua,BR,2020-08-21 21:01:48,-19.53,-54.04,51.12,75,100,9.28
323,Tulle,FR,2020-08-21 21:01:49,45.33,1.83,66.0,95,74,1.99
324,Tambo,PE,2020-08-21 21:01:49,-14.8,-73.92,48.6,50,71,12.41
325,Hamilton,US,2020-08-21 20:59:11,39.18,-84.53,86.0,54,1,3.36
326,Okhotsk,RU,2020-08-21 21:01:50,59.38,143.3,54.25,65,5,5.37
327,Iskateley,RU,2020-08-21 21:01:50,67.68,53.15,45.39,94,22,6.06
328,Asfi,MA,2020-08-21 21:01:50,32.3,-9.24,74.1,67,0,19.33
329,Touros,BR,2020-08-21 21:01:50,-5.2,-35.46,78.8,78,20,11.41
330,Wewak,PG,2020-08-21 21:01:50,-3.55,143.63,78.64,87,21,8.55
331,Bien Hoa,VN,2020-08-21 20:57:28,10.95,106.82,80.6,88,20,4.7
332,Carahue,CL,2020-08-21 21:01:51,-38.7,-73.17,62.6,59,0,5.82
333,Yegros,PY,2020-08-21 21:01:51,-26.45,-56.4,50.97,57,0,4.97
334,Morondava,MG,2020-08-21 21:01:52,-20.28,44.28,74.08,71,85,13.73
335,Alghero,IT,2020-08-21 21:01:52,40.56,8.32,80.6,74,4,1.12
336,Ust-Ishim,RU,2020-08-21 21:01:52,57.69,71.17,50.97,96,4,3.49
337,Bilma,NE,2020-08-21 21:01:52,18.69,12.92,94.23,33,74,12.88
338,Riachao Do Dantas,BR,2020-08-21 21:01:53,-11.07,-37.73,69.85,92,89,6.58
339,Nouadhibou,MR,2020-08-21 21:01:53,20.93,-17.03,77.0,83,84,9.17
340,Krasnoselkup,RU,2020-08-21 21:01:53,65.7,82.47,51.35,83,19,12.15
341,Nuuk,GL,2020-08-21 21:01:06,64.18,-51.72,42.8,93,90,9.17
342,Maracacume,BR,2020-08-21 21:01:54,-2.04,-45.96,79.0,82,65,4.41
343,Carndonagh,IE,2020-08-21 21:01:54,55.25,-7.27,53.92,89,40,10.85
344,Harbour Breton,CA,2020-08-21 21:01:54,47.48,-55.8,63.66,74,60,17.69
345,Hongjiang,CN,2020-08-21 21:01:55,27.11,110.0,73.94,86,87,1.03
346,Saint-Pierre,RE,2020-08-21 21:01:55,-21.34,55.48,68.0,56,0,8.05
347,Roald,NO,2020-08-21 21:01:55,62.58,6.13,64.0,93,90,3.36
348,Tazovskiy,RU,2020-08-21 21:01:55,67.47,78.7,48.27,89,56,7.76
349,Lorengau,PG,2020-08-21 21:01:07,-2.02,147.27,82.83,71,46,8.93
350,Basco,PH,2020-08-21 21:01:56,20.45,121.97,79.29,90,100,13.18
351,Dhola,IN,2020-08-21 21:01:56,21.88,71.78,79.9,88,100,11.1
352,Hasaki,JP,2020-08-21 21:01:57,35.73,140.83,77.0,100,75,3.36
353,Tazmalt,DZ,2020-08-21 21:01:57,36.39,4.4,80.6,88,20,5.82
354,Tual,ID,2020-08-21 21:01:57,-5.67,132.75,79.05,85,31,17.31
355,Pringsewu,ID,2020-08-21 21:01:57,-5.36,104.97,71.4,94,93,0.94
356,Bull Savanna,JM,2020-08-21 21:01:58,17.89,-77.59,83.48,65,2,13.71
357,Xichang,CN,2020-08-21 21:01:58,27.9,102.26,64.09,77,8,1.66
358,Hualmay,PE,2020-08-21 21:01:58,-11.1,-77.61,64.35,71,77,8.05
359,Sangmelima,CM,2020-08-21 21:01:58,2.93,11.98,68.14,99,87,3.78
360,Baykit,RU,2020-08-21 21:01:59,61.67,96.37,57.51,69,96,0.87
361,Comarapa,BO,2020-08-21 21:01:59,-17.9,-64.48,50.94,68,70,4.9
362,Korhogo,CI,2020-08-21 21:01:59,9.45,-5.63,74.07,92,73,1.97
363,Olenino,RU,2020-08-21 21:02:00,56.21,33.49,51.82,84,0,1.79
364,Alyangula,AU,2020-08-21 21:02:00,-13.85,136.42,59.0,93,1,8.59
365,Tatishchevo,RU,2020-08-21 21:02:00,51.67,45.6,62.01,48,23,4.0
366,Narsaq,GL,2020-08-21 21:02:00,60.92,-46.05,57.2,47,20,6.93
367,Half Moon Bay,US,2020-08-21 21:02:01,37.46,-122.43,84.99,77,1,13.87
368,Kuching,MY,2020-08-21 21:02:01,1.55,110.33,77.0,94,20,4.7
369,Afua,BR,2020-08-21 21:02:01,-0.16,-50.39,83.41,71,3,8.14
370,Dikson,RU,2020-08-21 21:02:01,73.51,80.55,43.0,80,0,13.47
371,Ahuimanu,US,2020-08-21 21:02:01,21.44,-157.84,86.0,65,75,11.41
372,Kaspiyskiy,RU,2020-08-21 21:02:02,45.39,47.37,75.88,49,100,8.86
373,Turayf,SA,2020-08-21 21:02:02,31.67,38.66,78.8,54,0,13.87
374,Los Llanos De Aridane,ES,2020-08-21 21:02:02,28.66,-17.92,80.01,78,0,12.75
375,Salym,RU,2020-08-21 21:02:02,60.06,71.48,52.83,95,100,5.57
376,Kalaiya,NP,2020-08-21 21:02:03,27.03,85.0,79.0,82,76,14.12
377,Banjar,ID,2020-08-21 21:02:03,-8.19,114.97,77.0,100,20,11.41
378,Ilulissat,GL,2020-08-21 21:02:03,69.22,-51.1,48.2,45,82,3.36
379,Saint-Georges,GD,2020-08-21 21:02:04,12.06,-61.75,86.0,74,40,11.41
380,Constitucion,CL,2020-08-21 21:02:04,-35.33,-72.42,59.16,64,0,5.46
381,Alice Springs,AU,2020-08-21 21:02:04,-23.7,133.88,44.6,48,0,5.82
382,Presidente Olegario,BR,2020-08-21 21:00:58,-18.42,-46.42,61.0,54,53,5.99
383,Atikokan,CA,2020-08-21 21:02:04,48.76,-91.62,83.93,46,7,4.74
384,Mbuji-Mayi,CD,2020-08-21 21:02:05,-6.15,23.6,75.4,68,48,1.57
385,Enshi,CN,2020-08-21 21:02:05,30.3,109.48,71.74,85,77,1.19
386,Mitu,CO,2020-08-21 21:02:05,1.2,-70.17,86.27,61,71,3.71
387,Salta,AR,2020-08-21 20:58:27,-24.79,-65.41,60.8,17,0,10.29
388,Weligama,LK,2020-08-21 21:02:06,5.97,80.42,79.61,83,94,6.62
389,Mildura,AU,2020-08-21 21:02:06,-34.2,142.15,42.8,87,1,11.41
390,Kabin Buri,TH,2020-08-21 21:02:06,13.95,101.72,75.09,91,100,1.54
391,Tongchuan,CN,2020-08-21 21:02:06,35.08,109.09,61.93,86,18,4.85
392,Sault Sainte Marie,CA,2020-08-21 21:00:54,46.52,-84.33,73.4,73,75,3.47
393,Bluefield,US,2020-08-21 20:59:46,37.27,-81.22,71.01,83,75,3.13
394,Manaia,NZ,2020-08-21 21:02:07,-39.55,174.13,57.99,90,18,1.01
395,Saint-Augustin,CA,2020-08-21 21:02:07,51.23,-58.65,64.72,48,77,15.95
396,Jerusalem,IL,2020-08-21 21:02:08,31.77,35.22,69.01,91,2,5.01
397,Villa Rica,US,2020-08-21 21:02:08,33.73,-84.92,79.0,100,90,5.86
398,Caucaia,BR,2020-08-21 21:02:08,-3.74,-38.65,80.6,78,12,11.41
399,Qaqortoq,GL,2020-08-21 21:02:08,60.72,-46.03,57.2,47,20,6.93
400,Corinto,GR,2020-08-21 20:57:15,37.94,22.96,79.0,40,0,1.01
401,Rapina,EE,2020-08-21 21:02:09,58.1,27.46,62.01,77,98,4.7
402,Leeton,AU,2020-08-21 21:02:09,-34.57,146.4,39.99,93,3,11.41
403,Neuquen,AR,2020-08-21 21:00:19,-38.95,-68.06,69.8,30,0,2.24
404,Grootfontein,NA,2020-08-21 21:02:09,-19.57,18.12,51.64,37,46,7.78
405,Sirajganj,BD,2020-08-21 21:02:10,24.45,89.72,82.38,82,99,12.24
406,Pemangkat,ID,2020-08-21 21:02:10,1.17,108.97,79.99,81,100,2.21
407,Monkey Bay,MW,2020-08-21 21:02:10,-14.07,34.92,74.14,66,49,16.6
408,Vallenar,CL,2020-08-21 21:02:10,-28.57,-70.76,75.07,21,0,5.79
409,Nome,US,2020-08-21 21:00:43,64.5,-165.41,55.0,81,90,8.05
410,Langarud,IR,2020-08-21 21:02:11,37.2,50.15,77.0,94,75,8.43
411,Nantucket,US,2020-08-21 20:58:03,41.28,-70.1,73.4,78,1,11.41
412,Awjilah,LY,2020-08-21 21:02:11,29.11,21.29,78.82,60,0,13.78
413,Reyes,BO,2020-08-21 21:02:12,-14.32,-67.38,57.2,87,90,4.7
414,Itaituba,BR,2020-08-21 21:02:12,-4.28,-55.98,97.79,24,15,2.62
415,Kijang,KR,2020-08-21 21:02:12,35.24,129.21,75.2,83,20,6.93
416,Trairi,BR,2020-08-21 21:02:12,-3.28,-39.27,78.85,79,1,11.88
417,Ixtapa,MX,2020-08-21 21:02:13,20.7,-105.2,89.01,70,75,6.93
418,Killin,US,2020-08-21 21:02:13,33.61,-91.74,89.6,46,1,4.97
419,Kieta,PG,2020-08-21 21:02:13,-6.22,155.63,79.66,76,43,2.17
420,Sergeyevka,KZ,2020-08-21 21:02:13,53.88,67.42,52.47,95,61,5.68
421,Guasdualito,VE,2020-08-21 21:02:13,7.24,-70.73,91.4,59,20,4.7
422,Slave Lake,CA,2020-08-21 21:02:14,55.28,-114.77,71.6,53,1,13.87
423,Araouane,ML,2020-08-21 21:02:14,18.9,-3.53,102.11,15,7,3.36
424,Pacific Grove,US,2020-08-21 20:58:00,36.62,-121.92,80.01,64,90,4.7
425,Brus Laguna,HN,2020-08-21 21:02:15,15.75,-84.48,80.1,91,100,3.47
426,Mehamn,NO,2020-08-21 21:02:15,71.04,27.85,55.4,87,75,2.24
427,San Martin,AR,2020-08-21 21:00:07,-33.08,-68.47,62.6,11,0,6.93
428,Praia Da Vitoria,PT,2020-08-21 21:02:15,38.73,-27.07,71.6,78,40,4.16
429,Kavaratti,IN,2020-08-21 21:02:16,10.57,72.64,81.66,82,100,11.63
430,Vestmannaeyjar,IS,2020-08-21 21:02:16,63.44,-20.27,52.66,69,0,7.9
431,Easton,US,2020-08-21 21:02:16,40.69,-75.22,84.99,48,20,11.41
432,Chicama,PE,2020-08-21 21:02:16,-7.84,-79.15,69.55,59,43,9.35
433,Griffith,US,2020-08-21 21:02:17,41.53,-87.42,87.01,54,5,4.7
434,Salalah,OM,2020-08-21 21:02:17,17.02,54.09,77.0,100,90,3.36
435,Bathsheba,BB,2020-08-21 21:02:17,13.22,-59.52,86.0,79,40,13.87
436,Caravelas,BR,2020-08-21 21:02:17,-17.71,-39.25,72.19,88,94,14.2
437,Zhanaozen,KZ,2020-08-21 21:02:17,43.3,52.8,82.24,30,98,20.62
438,Ratnapura,LK,2020-08-21 21:02:18,6.68,80.4,76.59,84,87,0.69
439,Vuktyl,RU,2020-08-21 21:02:18,63.86,57.31,51.84,91,66,9.24
440,Atasu,KZ,2020-08-21 21:02:18,48.68,71.64,58.01,55,16,6.31
441,High Level,CA,2020-08-21 21:02:18,58.52,-117.14,59.0,87,90,10.29
442,Sinnamary,GF,2020-08-21 21:02:19,5.38,-52.95,81.34,76,0,12.48
443,Crotone,IT,2020-08-21 21:02:19,39.09,17.12,79.9,53,0,3.87
444,Comodoro Rivadavia,AR,2020-08-21 21:02:19,-45.87,-67.5,68.0,43,0,13.87
445,Lucea,JM,2020-08-21 21:02:19,18.45,-78.17,90.0,66,20,17.22
446,Ojinaga,MX,2020-08-21 21:02:19,29.57,-104.42,104.0,14,1,5.82
447,Vardo,NO,2020-08-21 21:02:20,70.37,31.11,53.6,100,75,8.05
448,Pointe Michel,DM,2020-08-21 21:02:20,15.25,-61.38,86.0,79,75,1.12
449,Leningradskiy,RU,2020-08-21 21:02:20,69.38,178.42,42.48,82,100,3.13
450,Sangar,RU,2020-08-21 21:02:20,63.92,127.47,40.64,78,0,2.3
451,Kulhudhuffushi,MV,2020-08-21 21:02:20,6.62,73.07,82.94,70,100,5.53
452,Shar,KZ,2020-08-21 21:02:21,49.59,81.05,61.97,42,90,9.64
453,Vanavara,RU,2020-08-21 21:02:21,60.34,102.28,53.37,80,100,3.13
454,Samana,DO,2020-08-21 21:02:21,19.21,-69.34,87.8,84,40,9.17
455,Ahipara,NZ,2020-08-21 21:02:21,-35.17,173.17,58.6,83,0,6.2
456,Do Gonbadan,IR,2020-08-21 21:02:22,30.36,50.8,86.0,27,0,1.36
457,Tommot,RU,2020-08-21 21:02:22,58.96,126.29,52.12,92,100,1.63
458,Novyy Urengoy,RU,2020-08-21 21:02:22,66.08,76.63,49.78,87,0,7.23
459,Rafaela,AR,2020-08-21 20:58:12,-31.25,-61.49,64.0,11,0,5.01
460,Karaton,ID,2020-08-21 21:02:22,-6.34,106.1,77.0,83,20,3.36
461,Buraydah,SA,2020-08-21 21:02:23,26.33,43.98,93.2,23,38,8.05
462,Havoysund,NO,2020-08-21 21:02:23,71.0,24.66,59.0,82,75,3.36
463,Wanlaweyn,SO,2020-08-21 21:02:23,2.62,44.89,75.97,78,95,14.05
464,Uniontown,US,2020-08-21 21:02:23,39.9,-79.72,84.99,40,100,1.99
465,Tura,IN,2020-08-21 21:02:24,25.52,90.22,73.24,93,83,5.39
466,Avera,US,2020-08-21 21:02:24,33.19,-82.53,80.6,78,1,4.7
467,Port Hawkesbury,CA,2020-08-21 21:02:24,45.62,-61.35,66.99,77,90,2.24
468,Ust-Ilimsk,RU,2020-08-21 21:02:24,58.0,102.66,56.01,79,100,1.92
469,Tarare,FR,2020-08-21 21:02:25,45.9,4.43,75.2,64,5,10.29
470,Reinosa,ES,2020-08-21 21:02:25,43.0,-4.14,69.8,83,75,3.62
471,Key Largo,US,2020-08-21 21:02:25,25.09,-80.45,90.0,63,31,5.01
472,Kenai,US,2020-08-21 21:02:25,60.55,-151.26,69.8,46,1,9.17
473,Nanortalik,GL,2020-08-21 21:02:25,60.14,-45.24,48.27,65,0,0.98
474,Liverpool,GB,2020-08-21 20:59:40,53.41,-2.98,63.0,77,40,10.29
475,Necochea,AR,2020-08-21 21:02:26,-38.55,-58.74,52.0,67,0,1.01
476,Saquarema,BR,2020-08-21 21:02:26,-22.92,-42.51,66.2,88,90,11.41
477,Coahuayana,MX,2020-08-21 21:02:27,18.73,-103.68,78.8,83,75,11.41
478,Waitara,NZ,2020-08-21 20:58:18,-38.92,174.25,57.99,89,22,1.01
479,Hohhot,CN,2020-08-21 21:02:27,40.81,111.65,62.6,88,20,2.24
480,Port Pirie,AU,2020-08-21 21:02:27,-33.18,138.02,41.0,93,56,10.29
481,Abu Samrah,SY,2020-08-21 21:02:28,35.3,37.18,69.58,76,0,11.43
482,Danjiangkou,CN,2020-08-21 21:02:28,32.54,111.51,68.95,93,100,1.88
483,Sao Raimundo Das Mangabeiras,BR,2020-08-21 21:02:28,-7.02,-45.48,89.94,20,98,4.5
484,Turukhansk,RU,2020-08-21 21:02:28,65.82,87.98,57.04,61,96,10.25
485,Tselinnoye,RU,2020-08-21 21:02:28,53.08,85.67,55.53,75,65,4.03
486,Marzuq,YE,2020-08-21 21:02:29,14.4,46.47,85.69,39,98,4.12
487,Teya,RU,2020-08-21 21:02:29,60.38,92.63,52.03,92,99,1.86
488,Naron,ES,2020-08-21 21:02:29,43.52,-8.15,66.2,68,0,6.93
489,Sioux Lookout,CA,2020-08-21 20:58:49,50.1,-91.92,78.8,61,75,5.82
490,Grand Gaube,MU,2020-08-21 21:02:30,-20.01,57.66,70.0,68,32,3.0
491,Huainan,CN,2020-08-21 21:02:30,32.63,117.0,73.76,98,100,8.14
492,Dudinka,RU,2020-08-21 21:02:30,69.41,86.18,57.2,87,100,4.47
493,Emerald,AU,2020-08-21 21:02:30,-23.53,148.17,51.8,40,0,8.05
494,Oktyabrskoye,RU,2020-08-21 21:02:31,43.06,44.74,60.8,93,100,4.47
495,Sadiqabad,PK,2020-08-21 21:02:31,28.31,70.13,93.7,49,92,7.07
496,Matara,LK,2020-08-21 20:59:44,5.95,80.54,79.25,84,92,6.51
497,Tamiahua,MX,2020-08-21 21:02:31,21.27,-97.45,89.74,58,0,8.93
498,Svetlaya,RU,2020-08-21 21:02:31,46.54,138.33,59.31,70,40,7.94
499,Hambantota,LK,2020-08-21 21:02:32,6.12,81.12,79.54,83,93,11.92
500,Sabha,LY,2020-08-21 21:02:32,27.04,14.43,85.37,23,0,13.18
501,Etla,MX,2020-08-21 21:02:32,17.06,-96.79,78.8,47,40,2.24
502,Nosy Varika,MG,2020-08-21 21:02:32,-20.58,48.53,66.52,90,8,3.38
503,Henties Bay,NA,2020-08-21 21:02:33,-22.12,14.28,66.0,27,31,9.4
504,Ossora,RU,2020-08-21 21:02:33,59.24,163.07,52.14,82,100,2.08
505,Ancud,CL,2020-08-21 21:02:33,-41.87,-73.82,52.0,71,0,5.82
506,Jizan,SA,2020-08-21 21:02:33,17.33,42.67,91.4,75,40,8.05
507,Shakawe,BW,2020-08-21 21:02:34,-18.37,21.85,61.86,32,29,7.05
508,Umm Lajj,SA,2020-08-21 21:02:34,25.02,37.27,85.51,63,0,7.65
509,Tay Ninh,VN,2020-08-21 21:02:34,11.3,106.1,77.81,91,30,4.5
510,Fallon,US,2020-08-21 21:02:34,39.47,-118.78,97.0,9,75,5.82
511,La Peca,PE,2020-08-21 21:02:35,-5.61,-78.44,80.11,58,96,5.61
512,Calella,ES,2020-08-21 21:02:35,41.62,2.67,82.0,88,0,4.0
513,Canto Do Buriti,BR,2020-08-21 21:02:35,-8.11,-42.94,87.4,25,60,4.56
514,Bagalkot,IN,2020-08-21 21:02:35,16.18,75.7,72.86,88,100,11.18
515,Progreso,MX,2020-08-21 21:02:35,21.28,-89.67,93.2,56,75,4.7
516,Sorland,NO,2020-08-21 21:02:36,67.67,12.69,55.4,93,40,4.7
517,Mount Gambier,AU,2020-08-21 21:02:36,-37.83,140.77,44.6,87,75,14.99
518,Azle,US,2020-08-21 21:02:36,32.9,-97.55,96.01,30,20,4.7
519,Aleksandrov Gay,RU,2020-08-21 21:02:07,50.15,48.57,61.11,56,0,8.21
520,Bay Roberts,CA,2020-08-21 21:02:37,47.6,-53.26,70.0,58,67,14.09
521,Banda Aceh,ID,2020-08-21 21:02:37,5.56,95.32,79.75,77,100,0.58
522,Dasoguz,TM,2020-08-21 21:02:37,41.84,59.97,75.2,36,0,11.41
523,Ciudad Bolivar,VE,2020-08-21 21:02:38,8.12,-63.55,86.4,70,79,2.48
524,Beidao,CN,2020-08-21 21:02:38,34.57,105.89,66.47,83,83,3.22
525,Sobolevo,RU,2020-08-21 21:02:38,54.43,31.9,52.56,96,56,4.63
526,Wanganui,NZ,2020-08-21 21:02:38,-39.93,175.05,55.99,66,14,14.0
527,North Platte,US,2020-08-21 21:02:39,41.12,-100.77,93.99,34,1,6.93
528,Honningsvag,NO,2020-08-21 21:02:39,70.98,25.97,55.4,82,75,3.36
529,Inhambane,MZ,2020-08-21 21:02:39,-23.86,35.38,65.41,72,41,12.06
530,Quelimane,MZ,2020-08-21 21:02:39,-17.88,36.89,68.97,83,60,8.52
531,Seoul,KR,2020-08-21 21:02:37,37.57,126.98,77.0,83,75,4.09
532,Churapcha,RU,2020-08-21 21:02:40,62.0,132.43,42.58,64,52,2.82
533,Vostok,RU,2020-08-21 21:02:40,46.49,135.88,49.17,96,67,3.58
534,Umm Kaddadah,SD,2020-08-21 21:02:40,13.6,26.69,86.7,44,18,8.14
535,Hofn,IS,2020-08-21 21:02:40,64.25,-15.21,50.5,57,0,19.22
536,Tomatlan,MX,2020-08-21 21:02:41,19.93,-105.25,88.45,62,47,9.15
537,Yarada,IN,2020-08-21 21:02:41,17.65,83.27,78.8,100,90,3.36
538,Korcula,HR,2020-08-21 21:02:41,42.96,17.14,77.0,53,0,2.24
539,Iquique,CL,2020-08-21 21:02:31,-20.22,-70.14,62.6,63,44,14.99
540,Chiredzi,ZW,2020-08-21 21:02:42,-21.05,31.67,62.47,76,89,9.95
541,Bintulu,MY,2020-08-21 21:02:42,3.17,113.03,77.0,94,20,4.5
542,Lesnoy,RU,2020-08-21 21:02:42,57.62,63.08,51.96,96,75,5.44
543,Sulphur,US,2020-08-21 21:02:36,30.24,-93.38,91.99,38,40,4.7
544,Chudovo,RU,2020-08-21 21:02:42,59.12,31.68,57.31,72,0,2.89
545,Jibuti,DJ,2020-08-21 21:02:06,11.5,42.5,91.4,63,1,3.36
546,Myitkyina,MM,2020-08-21 21:02:43,25.38,97.4,74.39,92,53,0.56
547,Coquimbo,CL,2020-08-21 21:00:42,-29.95,-71.34,55.4,76,0,5.82
548,Luan,CH,2020-08-21 21:02:43,46.36,6.98,80.6,44,0,2.24
549,Biu,NG,2020-08-21 21:02:44,10.61,12.19,69.19,97,100,6.31
550,Moerai,PF,2020-08-21 21:02:44,-22.43,-151.33,70.65,73,24,24.81
551,Remedios,CU,2020-08-21 21:02:44,22.49,-79.55,91.4,59,40,13.87
552,Egvekinot,RU,2020-08-21 21:02:44,66.32,-179.17,46.06,93,100,6.4
553,Agirish,RU,2020-08-21 21:02:44,61.92,63.02,54.77,96,100,10.36
554,Talcahuano,CL,2020-08-21 21:02:45,-36.72,-73.12,60.8,63,0,8.05
555,Charters Towers,AU,2020-08-21 21:02:45,-20.1,146.27,55.54,39,0,8.21
556,Hokitika,NZ,2020-08-21 21:02:45,-42.72,170.97,53.2,85,99,2.66
557,Barcelona,ES,2020-08-21 20:59:21,41.39,2.16,82.0,83,20,3.36
558,Cayeli,TR,2020-08-21 21:02:45,41.09,40.73,70.9,77,99,6.71
559,Sokolo,ML,2020-08-21 21:02:46,14.73,-6.12,79.5,77,85,13.56
560,Ravar,IR,2020-08-21 21:02:46,31.27,56.81,76.87,18,0,2.53
561,Orsha,BY,2020-08-21 21:00:23,54.52,30.41,55.74,94,96,7.34
562,Naze,JP,2020-08-21 21:02:46,28.37,129.48,77.0,94,45,3.36
563,Tyukhtet,RU,2020-08-21 21:02:47,56.54,89.3,53.91,98,100,1.77
564,Eyl,SO,2020-08-21 21:02:47,7.98,49.82,77.36,73,94,22.95
